date,store_nbr,transactions,day_of_week
2017-02-21,2.0,1764.0,Tuesday
2017-02-22,2.0,1846.0,Wednesday
2017-02-23,2.0,1749.0,Thursday
2017-02-24,2.0,1888.0,Friday
2017-02-25,2.0,1810.0,Saturday
2017-02-26,2.0,1435.0,Sunday
2017-02-27,2.0,1517.0,Monday
2017-02-28,2.0,1875.0,Tuesday
2017-03-01,2.0,1853.0,Wednesday
2017-03-02,2.0,1848.0,Thursday
2017-03-03,2.0,1976.0,Friday
2017-03-04,2.0,2153.0,Saturday
2017-03-05,2.0,2283.0,Sunday
2017-03-06,2.0,1815.0,Monday
2017-03-07,2.0,1819.0,Tuesday
2017-03-08,2.0,1964.0,Wednesday
2017-03-09,2.0,1637.0,Thursday
2017-03-10,2.0,1945.0,Friday
2017-03-11,2.0,1983.0,Saturday
2017-03-12,2.0,1921.0,Sunday
2017-03-13,2.0,1744.0,Monday
2017-03-14,2.0,1675.0,Tuesday
2017-03-15,2.0,1928.0,Wednesday
2017-03-16,2.0,1689.0,Thursday
2017-03-17,2.0,1950.0,Friday
2017-03-18,2.0,1926.0,Saturday
2017-03-19,2.0,2166.0,Sunday
2017-03-20,2.0,1898.0,Monday
2017-03-21,2.0,1781.0,Tuesday
2017-03-22,2.0,1780.0,Wednesday
2017-03-23,2.0,1828.0,Thursday
2017-03-24,2.0,1872.0,Friday
2017-03-25,2.0,2027.0,Saturday
2017-03-26,2.0,1807.0,Sunday
2017-03-27,2.0,1779.0,Monday
2017-03-28,2.0,1757.0,Tuesday
2017-03-29,2.0,1887.0,Wednesday
2017-03-30,2.0,1685.0,Thursday
2017-03-31,2.0,1780.0,Friday
2017-04-01,2.0,2345.0,Saturday
2017-04-02,2.0,2076.0,Sunday
2017-04-03,2.0,1812.0,Monday
2017-04-04,2.0,1775.0,Tuesday
2017-04-05,2.0,1938.0,Wednesday
2017-04-06,2.0,1818.0,Thursday
2017-04-07,2.0,1917.0,Friday
2017-04-08,2.0,1984.0,Saturday
2017-04-09,2.0,1965.0,Sunday
2017-04-10,2.0,1740.0,Monday
2017-04-11,2.0,1874.0,Tuesday
2017-04-12,2.0,1818.0,Wednesday
2017-04-13,2.0,1883.0,Thursday
2017-04-14,2.0,1688.0,Friday
2017-04-15,2.0,1775.0,Saturday
2017-04-16,2.0,1791.0,Sunday
2017-04-17,2.0,1743.0,Monday
2017-04-18,2.0,1722.0,Tuesday
2017-04-19,2.0,1803.0,Wednesday
2017-04-20,2.0,1715.0,Thursday
2017-04-21,2.0,1950.0,Friday
2017-04-22,2.0,2006.0,Saturday
2017-04-23,2.0,1968.0,Sunday
2017-04-24,2.0,1737.0,Monday
2017-04-25,2.0,1847.0,Tuesday
2017-04-26,2.0,1858.0,Wednesday
2017-04-27,2.0,1809.0,Thursday
2017-04-28,2.0,1838.0,Friday
2017-04-29,2.0,2030.0,Saturday
2017-04-30,2.0,1721.0,Sunday
2017-05-01,2.0,2071.0,Monday
2017-05-02,2.0,1873.0,Tuesday
2017-05-03,2.0,1871.0,Wednesday
2017-05-04,2.0,1762.0,Thursday
2017-05-05,2.0,1880.0,Friday
2017-05-06,2.0,2139.0,Saturday
2017-05-07,2.0,2000.0,Sunday
2017-05-08,2.0,1772.0,Monday
2017-05-09,2.0,1746.0,Tuesday
2017-05-10,2.0,1768.0,Wednesday
2017-05-11,2.0,1664.0,Thursday
2017-05-12,2.0,1867.0,Friday
2017-05-13,2.0,2380.0,Saturday
2017-05-14,2.0,2129.0,Sunday
2017-05-15,2.0,1597.0,Monday
2017-05-16,2.0,1784.0,Tuesday
2017-05-17,2.0,1913.0,Wednesday
2017-05-18,2.0,1629.0,Thursday
2017-05-19,2.0,1844.0,Friday
2017-05-20,2.0,2072.0,Saturday
2017-05-21,2.0,2146.0,Sunday
2017-05-22,2.0,1802.0,Monday
2017-05-23,2.0,1701.0,Tuesday
2017-05-24,2.0,1776.0,Wednesday
2017-05-25,2.0,1662.0,Thursday
2017-05-26,2.0,1850.0,Friday
2017-05-27,2.0,1875.0,Saturday
2017-05-28,2.0,1884.0,Sunday
2017-05-29,2.0,1793.0,Monday
2017-05-30,2.0,1724.0,Tuesday
2017-05-31,2.0,2000.0,Wednesday
2017-06-01,2.0,1802.0,Thursday
2017-06-02,2.0,1921.0,Friday
2017-06-03,2.0,2160.0,Saturday
2017-06-04,2.0,2054.0,Sunday
2017-06-05,2.0,1899.0,Monday
2017-06-06,2.0,1763.0,Tuesday
2017-06-07,2.0,1880.0,Wednesday
2017-06-08,2.0,1688.0,Thursday
2017-06-09,2.0,1888.0,Friday
2017-06-10,2.0,1967.0,Saturday
2017-06-11,2.0,2134.0,Sunday
2017-06-12,2.0,1660.0,Monday
2017-06-13,2.0,1728.0,Tuesday
2017-06-14,2.0,1841.0,Wednesday
2017-06-15,2.0,1648.0,Thursday
2017-06-16,2.0,2071.0,Friday
2017-06-17,2.0,2276.0,Saturday
2017-06-18,2.0,2059.0,Sunday
2017-06-19,2.0,1755.0,Monday
2017-06-20,2.0,1714.0,Tuesday
2017-06-21,2.0,1877.0,Wednesday
2017-06-22,2.0,1683.0,Thursday
2017-06-23,2.0,1920.0,Friday
2017-06-24,2.0,2196.0,Saturday
2017-06-25,2.0,2038.0,Sunday
2017-06-26,2.0,1835.0,Monday
2017-06-27,2.0,1627.0,Tuesday
2017-06-28,2.0,1813.0,Wednesday
2017-06-29,2.0,1699.0,Thursday
2017-06-30,2.0,1893.0,Friday
2017-07-01,2.0,2145.0,Saturday
2017-07-02,2.0,2103.0,Sunday
2017-07-03,2.0,1956.0,Monday
2017-07-04,2.0,1841.0,Tuesday
2017-07-05,2.0,1906.0,Wednesday
2017-07-06,2.0,1792.0,Thursday
2017-07-07,2.0,1878.0,Friday
2017-07-08,2.0,2027.0,Saturday
2017-07-09,2.0,1910.0,Sunday
2017-07-10,2.0,1821.0,Monday
2017-07-11,2.0,1782.0,Tuesday
2017-07-12,2.0,1831.0,Wednesday
2017-07-13,2.0,1622.0,Thursday
2017-07-14,2.0,1857.0,Friday
2017-07-15,2.0,2002.0,Saturday
2017-07-16,2.0,1794.0,Sunday
2017-07-17,2.0,1729.0,Monday
2017-07-18,2.0,1694.0,Tuesday
2017-07-19,2.0,1811.0,Wednesday
2017-07-20,2.0,1675.0,Thursday
2017-07-21,2.0,1892.0,Friday
2017-07-22,2.0,1968.0,Saturday
2017-07-23,2.0,1785.0,Sunday
2017-07-24,2.0,1840.0,Monday
2017-07-25,2.0,1703.0,Tuesday
2017-07-26,2.0,1848.0,Wednesday
2017-07-27,2.0,1711.0,Thursday
2017-07-28,2.0,1900.0,Friday
2017-07-29,2.0,1891.0,Saturday
2017-07-30,2.0,1824.0,Sunday
2017-07-31,2.0,1778.0,Monday
2017-08-01,2.0,1819.0,Tuesday
2017-08-02,2.0,1952.0,Wednesday
2017-08-03,2.0,1712.0,Thursday
2017-08-04,2.0,1938.0,Friday
2017-08-05,2.0,1905.0,Saturday
2017-08-06,2.0,1905.0,Sunday
2017-08-07,2.0,1700.0,Monday
2017-08-08,2.0,1688.0,Tuesday
2017-08-09,2.0,1786.0,Wednesday
2017-08-10,2.0,1695.0,Thursday
2017-08-11,2.0,1698.0,Friday
2017-08-12,2.0,1613.0,Saturday
2017-08-13,2.0,1658.0,Sunday
2017-08-14,2.0,1788.0,Monday
2017-08-15,2.0,1737.0,Tuesday
2013-01-01,3.0,0.0,Tuesday
2013-01-02,3.0,3487.0,Wednesday
2013-01-03,3.0,3026.0,Thursday
2013-01-04,3.0,3188.0,Friday
2013-01-05,3.0,3623.0,Saturday
2013-01-06,3.0,3590.0,Sunday
2013-01-07,3.0,2996.0,Monday
2013-01-08,3.0,2826.0,Tuesday
2013-01-09,3.0,2932.0,Wednesday
2013-01-10,3.0,2649.0,Thursday
2013-01-11,3.0,2954.0,Friday
2013-01-12,3.0,3407.0,Saturday
2013-01-13,3.0,3217.0,Sunday
2013-01-14,3.0,2785.0,Monday
2013-01-15,3.0,2757.0,Tuesday
2013-01-16,3.0,3108.0,Wednesday
2013-01-17,3.0,2653.0,Thursday
2013-01-18,3.0,2936.0,Friday
2013-01-19,3.0,3453.0,Saturday
2013-01-20,3.0,3466.0,Sunday
2013-01-21,3.0,2930.0,Monday
2013-01-22,3.0,2721.0,Tuesday
2013-01-23,3.0,2911.0,Wednesday
2013-01-24,3.0,2503.0,Thursday
2013-01-25,3.0,2943.0,Friday
2013-01-26,3.0,3394.0,Saturday
2013-01-27,3.0,3355.0,Sunday
2013-01-28,3.0,2681.0,Monday
2013-01-29,3.0,2630.0,Tuesday
2013-01-30,3.0,3035.0,Wednesday
2013-01-31,3.0,2790.0,Thursday
2013-02-01,3.0,3230.0,Friday
2013-02-02,3.0,3648.0,Saturday
2013-02-03,3.0,3391.0,Sunday
2013-02-04,3.0,2779.0,Monday
2013-02-05,3.0,2804.0,Tuesday
2013-02-06,3.0,2984.0,Wednesday
2013-02-07,3.0,2763.0,Thursday
2013-02-08,3.0,2919.0,Friday
2013-02-09,3.0,3176.0,Saturday
2013-02-10,3.0,2369.0,Sunday
2013-02-11,3.0,2532.0,Monday
2013-02-12,3.0,3014.0,Tuesday
2013-02-13,3.0,2911.0,Wednesday
2013-02-14,3.0,3206.0,Thursday
2013-02-15,3.0,2887.0,Friday
2013-02-16,3.0,3682.0,Saturday
2013-02-17,3.0,3093.0,Sunday
2013-02-18,3.0,2824.0,Monday
2013-02-19,3.0,2632.0,Tuesday
2013-02-20,3.0,3041.0,Wednesday
2013-02-21,3.0,2610.0,Thursday
2013-02-22,3.0,2857.0,Friday
2013-02-23,3.0,3319.0,Saturday
2013-02-24,3.0,3369.0,Sunday
2013-02-25,3.0,2807.0,Monday
2013-02-26,3.0,2644.0,Tuesday
2013-02-27,3.0,2918.0,Wednesday
2013-02-28,3.0,2726.0,Thursday
2013-03-01,3.0,3164.0,Friday
2013-03-02,3.0,3787.0,Saturday
2013-03-03,3.0,3555.0,Sunday
2013-03-04,3.0,2966.0,Monday
2013-03-05,3.0,2800.0,Tuesday
2013-03-06,3.0,3026.0,Wednesday
2013-03-07,3.0,2847.0,Thursday
2013-03-08,3.0,3035.0,Friday
2013-03-09,3.0,3600.0,Saturday
2013-03-10,3.0,3458.0,Sunday
2013-03-11,3.0,2890.0,Monday
2013-03-12,3.0,2702.0,Tuesday
2013-03-13,3.0,2962.0,Wednesday
2013-03-14,3.0,2630.0,Thursday
2013-03-15,3.0,3084.0,Friday
2013-03-16,3.0,3396.0,Saturday
2013-03-17,3.0,3413.0,Sunday
2013-03-18,3.0,2683.0,Monday
2013-03-19,3.0,2716.0,Tuesday
2013-03-20,3.0,3031.0,Wednesday
2013-03-21,3.0,2652.0,Thursday
2013-03-22,3.0,2866.0,Friday
2013-03-23,3.0,3609.0,Saturday
2013-03-24,3.0,3348.0,Sunday
2013-03-25,3.0,2756.0,Monday
2013-03-26,3.0,2717.0,Tuesday
2013-03-27,3.0,3135.0,Wednesday
2013-03-28,3.0,3318.0,Thursday
2013-03-29,3.0,3038.0,Friday
2013-03-30,3.0,3450.0,Saturday
2013-03-31,3.0,3248.0,Sunday
2013-04-01,3.0,3074.0,Monday
2013-04-02,3.0,2951.0,Tuesday
2013-04-03,3.0,3211.0,Wednesday
2013-04-04,3.0,2661.0,Thursday
2013-04-05,3.0,2980.0,Friday
2013-04-06,3.0,3665.0,Saturday
2013-04-07,3.0,3446.0,Sunday
2013-04-08,3.0,2859.0,Monday
2013-04-09,3.0,2702.0,Tuesday
2013-04-10,3.0,2955.0,Wednesday
2013-04-11,3.0,2603.0,Thursday
2013-04-12,3.0,2983.0,Friday
2013-04-13,3.0,3556.0,Saturday
2013-04-14,3.0,3529.0,Sunday
2013-04-15,3.0,2928.0,Monday
2013-04-16,3.0,2813.0,Tuesday
2013-04-17,3.0,3027.0,Wednesday
2013-04-18,3.0,2527.0,Thursday
2013-04-19,3.0,2960.0,Friday
2013-04-20,3.0,3577.0,Saturday
2013-04-21,3.0,3389.0,Sunday
2013-04-22,3.0,2925.0,Monday
2013-04-23,3.0,2795.0,Tuesday
2013-04-24,3.0,3087.0,Wednesday
2013-04-25,3.0,2743.0,Thursday
2013-04-26,3.0,2999.0,Friday
2013-04-27,3.0,3390.0,Saturday
2013-04-28,3.0,3604.0,Sunday
2013-04-29,3.0,2769.0,Monday
2013-04-30,3.0,2849.0,Tuesday
2013-05-01,3.0,3425.0,Wednesday
2013-05-02,3.0,2806.0,Thursday
2013-05-03,3.0,3044.0,Friday
2013-05-04,3.0,3726.0,Saturday
2013-05-05,3.0,3570.0,Sunday
2013-05-06,3.0,2853.0,Monday
2013-05-07,3.0,2747.0,Tuesday
2013-05-08,3.0,2881.0,Wednesday
2013-05-09,3.0,2875.0,Thursday
2013-05-10,3.0,3343.0,Friday
2013-05-11,3.0,4326.0,Saturday
2013-05-12,3.0,3149.0,Sunday
2013-05-13,3.0,2820.0,Monday
2013-05-14,3.0,2746.0,Tuesday
2013-05-15,3.0,2896.0,Wednesday
2013-05-16,3.0,2744.0,Thursday
2013-05-17,3.0,2974.0,Friday
2013-05-18,3.0,3605.0,Saturday
2013-05-19,3.0,3436.0,Sunday
2013-05-20,3.0,2806.0,Monday
2013-05-21,3.0,2640.0,Tuesday
2013-05-22,3.0,2844.0,Wednesday
2013-05-23,3.0,2666.0,Thursday
2013-05-24,3.0,2937.0,Friday
2013-05-25,3.0,3142.0,Saturday
2013-05-26,3.0,3012.0,Sunday
2013-05-27,3.0,2750.0,Monday
2013-05-28,3.0,2736.0,Tuesday
2013-05-29,3.0,2879.0,Wednesday
2013-05-30,3.0,2818.0,Thursday
2013-05-31,3.0,3015.0,Friday
2013-06-01,3.0,3589.0,Saturday
2013-06-02,3.0,3632.0,Sunday
2013-06-03,3.0,3151.0,Monday
2013-06-04,3.0,2802.0,Tuesday
2013-06-05,3.0,3170.0,Wednesday
2013-06-06,3.0,2767.0,Thursday
2013-06-07,3.0,3385.0,Friday
2013-06-08,3.0,3436.0,Saturday
2013-06-09,3.0,3571.0,Sunday
2013-06-10,3.0,2877.0,Monday
2013-06-11,3.0,2760.0,Tuesday
2013-06-12,3.0,3099.0,Wednesday
2013-06-13,3.0,2749.0,Thursday
2013-06-14,3.0,3198.0,Friday
2013-06-15,3.0,4205.0,Saturday
2013-06-16,3.0,3427.0,Sunday
2013-06-17,3.0,3014.0,Monday
2013-06-18,3.0,2846.0,Tuesday
2013-06-19,3.0,2957.0,Wednesday
2013-06-20,3.0,2722.0,Thursday
2013-06-21,3.0,2998.0,Friday
2013-06-22,3.0,3491.0,Saturday
2013-06-23,3.0,3441.0,Sunday
2013-06-24,3.0,2958.0,Monday
2013-06-25,3.0,2791.0,Tuesday
2013-06-26,3.0,3001.0,Wednesday
2013-06-27,3.0,2737.0,Thursday
2013-06-28,3.0,3006.0,Friday
2013-06-29,3.0,3579.0,Saturday
2013-06-30,3.0,3496.0,Sunday
2013-07-01,3.0,3051.0,Monday
2013-07-02,3.0,3066.0,Tuesday
2013-07-03,3.0,3129.0,Wednesday
2013-07-04,3.0,2856.0,Thursday
2013-07-05,3.0,3260.0,Friday
2013-07-06,3.0,3499.0,Saturday
2013-07-07,3.0,3437.0,Sunday
2013-07-08,3.0,3094.0,Monday
2013-07-09,3.0,2801.0,Tuesday
2013-07-10,3.0,2999.0,Wednesday
2013-07-11,3.0,2758.0,Thursday
2013-07-12,3.0,3059.0,Friday
2013-07-13,3.0,3458.0,Saturday
2013-07-14,3.0,3222.0,Sunday
2013-07-15,3.0,3052.0,Monday
2013-07-16,3.0,2953.0,Tuesday
2013-07-17,3.0,3078.0,Wednesday
2013-07-18,3.0,2634.0,Thursday
2013-07-19,3.0,3110.0,Friday
2013-07-20,3.0,3498.0,Saturday
2013-07-21,3.0,3260.0,Sunday
2013-07-22,3.0,2903.0,Monday
2013-07-23,3.0,2960.0,Tuesday
2013-07-24,3.0,3015.0,Wednesday
2013-07-25,3.0,2792.0,Thursday
2013-07-26,3.0,3040.0,Friday
2013-07-27,3.0,3333.0,Saturday
2013-07-28,3.0,3221.0,Sunday
2013-07-29,3.0,2867.0,Monday
2013-07-30,3.0,2908.0,Tuesday
2013-07-31,3.0,3071.0,Wednesday
2013-08-01,3.0,2971.0,Thursday
2013-08-02,3.0,3213.0,Friday
2013-08-03,3.0,3613.0,Saturday
2013-08-04,3.0,3359.0,Sunday
2013-08-05,3.0,3080.0,Monday
2013-08-06,3.0,2989.0,Tuesday
2013-08-07,3.0,3110.0,Wednesday
2013-08-08,3.0,2675.0,Thursday
2013-08-09,3.0,3069.0,Friday
2013-08-10,3.0,3288.0,Saturday
2013-08-11,3.0,3240.0,Sunday
2013-08-12,3.0,2860.0,Monday
2013-08-13,3.0,2791.0,Tuesday
2013-08-14,3.0,3103.0,Wednesday
2013-08-15,3.0,2867.0,Thursday
2013-08-16,3.0,3252.0,Friday
2013-08-17,3.0,3348.0,Saturday
2013-08-18,3.0,3255.0,Sunday
2013-08-19,3.0,2935.0,Monday
2013-08-20,3.0,2895.0,Tuesday
2013-08-21,3.0,3156.0,Wednesday
2013-08-22,3.0,2761.0,Thursday
2013-08-23,3.0,3148.0,Friday
2013-08-24,3.0,3345.0,Saturday
2013-08-25,3.0,3416.0,Sunday
2013-08-26,3.0,2968.0,Monday
2013-08-27,3.0,2894.0,Tuesday
2013-08-28,3.0,3055.0,Wednesday
2013-08-29,3.0,2832.0,Thursday
2013-08-30,3.0,3095.0,Friday
2013-08-31,3.0,3740.0,Saturday
2013-09-01,3.0,3672.0,Sunday
2013-09-02,3.0,3252.0,Monday
2013-09-03,3.0,2984.0,Tuesday
2013-09-04,3.0,3326.0,Wednesday
2013-09-05,3.0,2852.0,Thursday
2013-09-06,3.0,3207.0,Friday
2013-09-07,3.0,3776.0,Saturday
2013-09-08,3.0,3797.0,Sunday
2013-09-09,3.0,3023.0,Monday
2013-09-10,3.0,2796.0,Tuesday
2013-09-11,3.0,3055.0,Wednesday
2013-09-12,3.0,2762.0,Thursday
2013-09-13,3.0,3092.0,Friday
2013-09-14,3.0,3671.0,Saturday
2013-09-15,3.0,3654.0,Sunday
2013-09-16,3.0,3027.0,Monday
2013-09-17,3.0,2817.0,Tuesday
2013-09-18,3.0,3011.0,Wednesday
2013-09-19,3.0,2629.0,Thursday
2013-09-20,3.0,3051.0,Friday
2013-09-21,3.0,3754.0,Saturday
2013-09-22,3.0,3691.0,Sunday
2013-09-23,3.0,2960.0,Monday
2013-09-24,3.0,2863.0,Tuesday
2013-09-25,3.0,2912.0,Wednesday
2013-09-26,3.0,2611.0,Thursday
2013-09-27,3.0,2966.0,Friday
2013-09-28,3.0,3600.0,Saturday
2013-09-29,3.0,3640.0,Sunday
2013-09-30,3.0,2748.0,Monday
2013-10-01,3.0,3076.0,Tuesday
2013-10-02,3.0,3190.0,Wednesday
2013-10-03,3.0,2795.0,Thursday
2013-10-04,3.0,3175.0,Friday
2013-10-05,3.0,3721.0,Saturday
2013-10-06,3.0,3456.0,Sunday
2013-10-07,3.0,3011.0,Monday
2013-10-08,3.0,2930.0,Tuesday
2013-10-09,3.0,2945.0,Wednesday
2013-10-10,3.0,2633.0,Thursday
2013-10-11,3.0,3302.0,Friday
2013-10-12,3.0,3315.0,Saturday
2013-10-13,3.0,3432.0,Sunday
2013-10-14,3.0,2690.0,Monday
2013-10-15,3.0,2808.0,Tuesday
2013-10-16,3.0,2963.0,Wednesday
2013-10-17,3.0,2797.0,Thursday
2013-10-18,3.0,2936.0,Friday
2013-10-19,3.0,3561.0,Saturday
2013-10-20,3.0,3644.0,Sunday
2013-10-21,3.0,2869.0,Monday
2013-10-22,3.0,2644.0,Tuesday
2013-10-23,3.0,3064.0,Wednesday
2013-10-24,3.0,2765.0,Thursday
2013-10-25,3.0,3019.0,Friday
2013-10-26,3.0,3503.0,Saturday
2013-10-27,3.0,3616.0,Sunday
2013-10-28,3.0,2861.0,Monday
2013-10-29,3.0,2730.0,Tuesday
2013-10-30,3.0,3026.0,Wednesday
2013-10-31,3.0,2880.0,Thursday
2013-11-01,3.0,3160.0,Friday
2013-11-02,3.0,3652.0,Saturday
2013-11-03,3.0,3570.0,Sunday
2013-11-04,3.0,3041.0,Monday
2013-11-05,3.0,2859.0,Tuesday
2013-11-06,3.0,3066.0,Wednesday
2013-11-07,3.0,2792.0,Thursday
2013-11-08,3.0,3009.0,Friday
2013-11-09,3.0,3498.0,Saturday
2013-11-10,3.0,3605.0,Sunday
2013-11-11,3.0,2906.0,Monday
2013-11-12,3.0,2824.0,Tuesday
2013-11-13,3.0,2906.0,Wednesday
2013-11-14,3.0,2660.0,Thursday
2013-11-15,3.0,3145.0,Friday
2013-11-16,3.0,3661.0,Saturday
2013-11-17,3.0,3616.0,Sunday
2013-11-18,3.0,2826.0,Monday
2013-11-19,3.0,2692.0,Tuesday
2013-11-20,3.0,3140.0,Wednesday
2013-11-21,3.0,2660.0,Thursday
2013-11-22,3.0,2913.0,Friday
2013-11-23,3.0,3545.0,Saturday
2013-11-24,3.0,3540.0,Sunday
2013-11-25,3.0,2931.0,Monday
2013-11-26,3.0,2757.0,Tuesday
2013-11-27,3.0,3107.0,Wednesday
2013-11-28,3.0,2819.0,Thursday
2013-11-29,3.0,3123.0,Friday
2013-11-30,3.0,3516.0,Saturday
2013-12-01,3.0,3663.0,Sunday
2013-12-02,3.0,3310.0,Monday
2013-12-03,3.0,3075.0,Tuesday
2013-12-04,3.0,3380.0,Wednesday
2013-12-05,3.0,3123.0,Thursday
2013-12-06,3.0,3135.0,Friday
2013-12-07,3.0,3604.0,Saturday
2013-12-08,3.0,3540.0,Sunday
2013-12-09,3.0,3101.0,Monday
2013-12-10,3.0,3240.0,Tuesday
2013-12-11,3.0,3460.0,Wednesday
2013-12-12,3.0,3153.0,Thursday
2013-12-13,3.0,3449.0,Friday
2013-12-14,3.0,3863.0,Saturday
2013-12-15,3.0,4228.0,Sunday
2013-12-16,3.0,3862.0,Monday
2013-12-17,3.0,3871.0,Tuesday
2013-12-18,3.0,4200.0,Wednesday
2013-12-19,3.0,4329.0,Thursday
2013-12-20,3.0,4340.0,Friday
2013-12-21,3.0,4586.0,Saturday
2013-12-22,3.0,4670.0,Sunday
2013-12-23,3.0,5770.0,Monday
2013-12-24,3.0,5695.0,Tuesday
2013-12-25,3.0,0.0,Wednesday
2013-12-26,3.0,3515.0,Thursday
2013-12-27,3.0,3669.0,Friday
2013-12-28,3.0,3576.0,Saturday
2013-12-29,3.0,2987.0,Sunday
2013-12-30,3.0,4311.0,Monday
2013-12-31,3.0,4338.0,Tuesday
2014-01-01,3.0,0.0,Wednesday
2014-01-02,3.0,3350.0,Thursday
2014-01-03,3.0,3347.0,Friday
2014-01-04,3.0,3810.0,Saturday
2014-01-05,3.0,3634.0,Sunday
2014-01-06,3.0,3010.0,Monday
2014-01-07,3.0,2831.0,Tuesday
2014-01-08,3.0,3137.0,Wednesday
2014-01-09,3.0,2835.0,Thursday
2014-01-10,3.0,2983.0,Friday
2014-01-11,3.0,3636.0,Saturday
2014-01-12,3.0,3630.0,Sunday
2014-01-13,3.0,2965.0,Monday
2014-01-14,3.0,2803.0,Tuesday
2014-01-15,3.0,3069.0,Wednesday
2014-01-16,3.0,2905.0,Thursday
2014-01-17,3.0,3160.0,Friday
2014-01-18,3.0,3670.0,Saturday
2014-01-19,3.0,3495.0,Sunday
2014-01-20,3.0,2860.0,Monday
2014-01-21,3.0,2836.0,Tuesday
2014-01-22,3.0,2991.0,Wednesday
2014-01-23,3.0,2722.0,Thursday
2014-01-24,3.0,3188.0,Friday
2014-01-25,3.0,3545.0,Saturday
2014-01-26,3.0,3530.0,Sunday
2014-01-27,3.0,2885.0,Monday
2014-01-28,3.0,2722.0,Tuesday
2014-01-29,3.0,2882.0,Wednesday
2014-01-30,3.0,2744.0,Thursday
2014-01-31,3.0,3144.0,Friday
2014-02-01,3.0,3774.0,Saturday
2014-02-02,3.0,3541.0,Sunday
2014-02-03,3.0,3161.0,Monday
2014-02-04,3.0,2821.0,Tuesday
2014-02-05,3.0,3120.0,Wednesday
2014-02-06,3.0,2815.0,Thursday
2014-02-07,3.0,3143.0,Friday
2014-02-08,3.0,3499.0,Saturday
2014-02-09,3.0,3281.0,Sunday
2014-02-10,3.0,2925.0,Monday
2014-02-11,3.0,2829.0,Tuesday
2014-02-12,3.0,3185.0,Wednesday
2014-02-13,3.0,3205.0,Thursday
2014-02-14,3.0,3550.0,Friday
2014-02-15,3.0,3695.0,Saturday
2014-02-16,3.0,3418.0,Sunday
2014-02-17,3.0,2899.0,Monday
2014-02-18,3.0,2794.0,Tuesday
2014-02-19,3.0,2975.0,Wednesday
2014-02-20,3.0,2756.0,Thursday
2014-02-21,3.0,3004.0,Friday
2014-02-22,3.0,3577.0,Saturday
2014-02-23,3.0,3065.0,Sunday
2014-02-24,3.0,2940.0,Monday
2014-02-25,3.0,2793.0,Tuesday
2014-02-26,3.0,3039.0,Wednesday
2014-02-27,3.0,2841.0,Thursday
2014-02-28,3.0,3203.0,Friday
2014-03-01,3.0,3406.0,Saturday
2014-03-02,3.0,2716.0,Sunday
2014-03-03,3.0,2807.0,Monday
2014-03-04,3.0,3292.0,Tuesday
2014-03-05,3.0,3052.0,Wednesday
2014-03-06,3.0,2997.0,Thursday
2014-03-07,3.0,3081.0,Friday
2014-03-08,3.0,3443.0,Saturday
2014-03-09,3.0,3649.0,Sunday
2014-03-10,3.0,2883.0,Monday
2014-03-11,3.0,2810.0,Tuesday
2014-03-12,3.0,3005.0,Wednesday
2014-03-13,3.0,2826.0,Thursday
2014-03-14,3.0,3081.0,Friday
2014-03-15,3.0,3348.0,Saturday
2014-03-16,3.0,3650.0,Sunday
2014-03-17,3.0,3075.0,Monday
2014-03-18,3.0,2895.0,Tuesday
2014-03-19,3.0,3071.0,Wednesday
2014-03-20,3.0,2904.0,Thursday
2014-03-21,3.0,3184.0,Friday
2014-03-22,3.0,3694.0,Saturday
2014-03-23,3.0,3680.0,Sunday
2014-03-24,3.0,3040.0,Monday
2014-03-25,3.0,2880.0,Tuesday
2014-03-26,3.0,3037.0,Wednesday
2014-03-27,3.0,2820.0,Thursday
2014-03-28,3.0,3292.0,Friday
2014-03-29,3.0,3649.0,Saturday
2014-03-30,3.0,3669.0,Sunday
2014-03-31,3.0,3198.0,Monday
2014-04-01,3.0,3256.0,Tuesday
2014-04-02,3.0,3324.0,Wednesday
2014-04-03,3.0,2965.0,Thursday
2014-04-04,3.0,3244.0,Friday
2014-04-05,3.0,4041.0,Saturday
2014-04-06,3.0,3821.0,Sunday
2014-04-07,3.0,3168.0,Monday
2014-04-08,3.0,2944.0,Tuesday
2014-04-09,3.0,3152.0,Wednesday
2014-04-10,3.0,2963.0,Thursday
2014-04-11,3.0,3236.0,Friday
2014-04-12,3.0,3584.0,Saturday
2014-04-13,3.0,3619.0,Sunday
2014-04-14,3.0,3141.0,Monday
2014-04-15,3.0,2863.0,Tuesday
2014-04-16,3.0,3236.0,Wednesday
2014-04-17,3.0,3320.0,Thursday
2014-04-18,3.0,3165.0,Friday
2014-04-19,3.0,3648.0,Saturday
2014-04-20,3.0,3528.0,Sunday
2014-04-21,3.0,3158.0,Monday
2014-04-22,3.0,2950.0,Tuesday
2014-04-23,3.0,3100.0,Wednesday
2014-04-24,3.0,2774.0,Thursday
2014-04-25,3.0,3038.0,Friday
2014-04-26,3.0,3429.0,Saturday
2014-04-27,3.0,3492.0,Sunday
2014-04-28,3.0,2996.0,Monday
2014-04-29,3.0,2818.0,Tuesday
2014-04-30,3.0,3050.0,Wednesday
2014-05-01,3.0,3414.0,Thursday
2014-05-02,3.0,3219.0,Friday
2014-05-03,3.0,3922.0,Saturday
2014-05-04,3.0,3748.0,Sunday
